20
100 9900
72 38 29
72 39 354
72 40 914
72 41 257
72 42 138
72 43 512
72 44 655
72 45 834
72 46 744
72 47 682
72 48 342
72 49 46
72 50 328
72 51 114
72 52 806
72 53 781
72 54 480
72 55 261
72 56 458
72 57 483
72 58 544
72 59 858
72 60 45
72 61 826
72 62 955
72 63 56
72 64 669
72 65 847
72 66 124
72 67 248
72 68 116
72 69 151
72 70 71
72 71 119
72 73 459
72 74 120
72 75 819
72 76 740
72 77 893
72 78 323
72 79 637
72 80 397
72 81 154
72 82 411
72 83 427
72 84 380
72 85 49
72 86 748
72 87 616
72 88 367
72 89 758
72 90 88
72 91 265
72 92 442
72 93 92
72 94 591
72 95 996
72 96 69
72 97 224
72 98 907
72 99 592
72 100 776
73 1 552
73 2 220
73 3 660
73 4 88
73 5 858
73 6 225
73 7 155
73 8 143
73 9 117
73 10 458
73 11 195
73 12 412
73 13 954
73 14 638
73 15 822
73 16 130
73 17 347
73 18 758
73 19 161
73 20 651
73 21 123
73 22 501
73 23 922
73 24 865
73 25 845
73 26 427
73 27 737
73 28 216
73 29 274
73 30 629
73 31 533
73 32 634
73 33 756
73 34 985
73 35 924
73 36 301
73 37 539
73 38 561
73 39 519
73 40 547
73 41 790
73 42 54
73 43 306
73 44 102
73 45 931
73 46 22
73 47 668
73 48 799
73 49 245
73 50 441
73 51 718
73 52 37
73 53 243
73 54 374
73 55 434
73 56 941
73 57 912
73 58 28
73 59 772
73 60 618
73 61 8
73 62 884
73 63 288
73 64 125
73 65 181
73 66 226
73 67 820
73 68 597
73 69 436
73 70 648
73 71 621
73 72 174
73 74 260
73 75 453
73 76 482
73 77 609
73 78 538
73 79 899
73 80 768
73 81 494
73 82 795
73 83 188
73 84 292
73 85 645
73 86 472
73 87 484
73 88 643
73 89 403
73 90 192
73 91 665
73 92 404
73 93 163
73 94 126
73 95 443
73 96 167
73 97 732
73 98 877
73 99 833
73 100 793
74 1 450
74 2 694
74 3 958
74 4 130
74 5 543
74 6 185
74 7 410
74 8 791
74 9 406
74 10 423
74 11 949
74 12 717
74 13 353
74 14 781
74 15 109
74 16 276
74 17 964
74 18 633
74 19 186
74 20 230
74 21 354
74 22 731
74 23 7
74 24 638
74 25 642
74 26 813
74 27 136
74 28 923
74 29 436
74 30 683
74 31 341
74 32 653
74 33 158
74 34 947
74 35 180
74 36 212
74 37 214
74 38 337
74 39 825
74 40 49
74 41 242
74 42 345
74 43 101
74 44 804
74 45 96
74 46 921
74 47 11
74 48 621
74 49 144
74 50 880
74 51 935
74 52 525
74 53 503
74 54 273
74 55 637
74 56 484
74 57 60
74 58 360
74 59 16
74 60 33
74 61 713
74 62 808
74 63 689
74 64 263
74 65 972
74 66 580
74 67 550
74 68 576
74 69 584
74 70 1
74 71 31
74 72 817
74 73 737
74 75 727
74 76 122
74 77 131
74 78 829
74 79 440
74 80 697
74 81 294
74 82 329
74 83 481
74 84 652
74 85 605
74 86 826
74 87 142
74 88 397
74 89 948
74 90 960
74 91 620
74 92 501
74 93 424
74 94 768
74 95 442
74 96 680
74 97 197
74 98 896
74 99 851
74 100 804
75 1 75
75 2 426
75 3 514
75 4 426
75 5 468
75 6 477
75 7 348
75 8 259
75 9 804
75 10 59
75 11 466
75 12 718
75 13 765
75 14 247
75 15 447
75 16 773
75 17 399
75 18 554
75 19 764
75 20 240
75 21 217
75 22 792
75 23 984
75 24 876
75 25 415
75 26 70
75 27 432
75 28 110
75 29 399
75 30 598
75 31 898
75 32 200
75 33 846
75 34 664
75 35 371
75 36 435
75 37 978
75 38 152
75 39 209
75 40 997
75 41 794
75 42 102
75 43 871
75 44 574
75 45 812
75 46 928
75 47 172
75 48 924
75 49 378
75 50 624
75 51 316
75 52 940
75 53 349
75 54 662
75 55 298
75 56 870
75 57 177
75 58 452
75 59 291
75 60 456
75 61 98
75 62 69
75 63 445
75 64 701
75 65 126
75 66 632
75 67 685
75 68 324
75 69 174
75 70 31
75 71 448
75 72 200
75 73 309
75 74 116
75 76 891
75 77 206
75 78 705
75 79 432
75 80 500
75 81 297
75 82 581
75 83 908
75 84 339
75 85 771
75 86 440
75 87 199
75 88 380
75 89 557
75 90 364
75 91 492
75 92 205
75 93 291
75 94 638
75 95 559
75 96 961
75 97 146
75 98 584
75 99 43
75 100 927
76 1 869
76 2 377
76 3 168
76 4 768
76 5 899
76 6 200
76 7 393
76 8 918
76 9 317
76 10 876
76 11 144
76 12 796
76 13 525
76 14 822
76 15 320
76 16 585
76 17 388
76 18 604
76 19 965
76 20 257
76 21 771
76 22 948
76 23 257
76 24 640
76 25 687
76 26 380
76 27 174
76 28 210
76 29 918
76 30 778
76 31 664
76 32 538
76 33 555
76 34 399
76 35 177
76 36 98
76 37 636
76 38 374
76 39 77
76 40 371
76 41 880
76 42 794
76 43 507
76 44 556
76 45 27
76 46 651
76 47 224
76 48 350
76 49 293
76 50 484
76 51 114
76 52 571
76 53 676
76 54 135
76 55 900
76 56 266
76 57 919
76 58 823
76 59 978
76 60 530
76 61 766
76 62 28
76 63 254
76 64 355
76 65 860
76 66 674
76 67 256
76 68 675
76 69 247
76 70 199
76 71 60
76 72 443
76 73 642
76 74 111
76 75 390
76 77 268
76 78 177
76 79 779
76 80 964
76 81 308
76 82 323
76 83 600
76 84 73
76 85 197
76 86 836
76 87 941
76 88 960
76 89 737
76 90 162
76 91 394
76 92 462
76 93 864
76 94 79
76 95 668
76 96 247
76 97 825
76 98 397
76 99 511
76 100 253
77 1 134
77 2 486
77 3 769
77 4 425
77 5 457
77 6 596
77 7 813
77 8 107
77 9 653
77 10 394
77 11 519
77 12 912
77 13 388
77 14 454
77 15 612
77 16 96
77 17 900
77 18 957
77 19 456
77 20 668
77 21 347
77 22 159
77 23 444
77 24 693
77 25 725
77 26 758
77 27 692
77 28 679
77 29 110
77 30 298
77 31 552
77 32 878
77 33 731
77 34 538
77 35 192
77 36 137
77 37 971
77 38 622
77 39 5
77 40 388
77 41 24
77 42 875
77 43 176
77 44 355
77 45 521
77 46 353
77 47 139
77 48 168
77 49 125
77 50 67
77 51 726
77 52 622
77 53 192
77 54 950
77 55 550
77 56 770
77 57 552
77 58 845
77 59 366
77 60 238
77 61 496
77 62 675
77 63 112
77 64 661
77 65 819
77 66 960
77 67 364
77 68 597
77 69 596
77 70 357
77 71 588
77 72 466
77 73 567
77 74 709
77 75 598
77 76 974
77 78 95
77 79 203
77 80 667
77 81 322
77 82 978
77 83 915
77 84 192
77 85 40
77 86 731
77 87 966
77 88 431
77 89 293
77 90 106
77 91 908
77 92 306
77 93 39
77 94 423
77 95 162
77 96 118
77 97 607
77 98 909
77 99 98
77 100 805
78 1 654
78 2 140
78 3 774
78 4 83
78 5 679
78 6 251
78 7 572
78 8 447
78 9 131
78 10 959
78 11 137
78 12 912
78 13 518
78 14 818
78 15 461
78 16 353
78 17 747
78 18 280
78 19 681
78 20 11
78 21 435
78 22 955
78 23 83
78 24 442
78 25 554
78 26 868
78 27 916
78 28 730
78 29 14
78 30 585
78 31 803
78 32 98
78 33 374
78 34 822
78 35 417
78 36 276
78 37 270
78 38 16
78 39 477
78 40 974
78 41 493
78 42 860
78 43 609
78 44 184
78 45 874
78 46 241
78 47 621
78 48 101
78 49 846
78 50 135
78 51 449
78 52 612
78 53 563
78 54 290
78 55 829
78 56 133
78 57 826
78 58 877
78 59 885
78 60 550
78 61 359
78 62 42
78 63 729
78 64 392
78 65 876
78 66 400
78 67 43
78 68 366
78 69 611
78 70 803
78 71 704
78 72 679
78 73 253
78 74 205
78 75 331
78 76 905
78 77 353
78 79 609
78 80 950
78 81 176
78 82 347
78 83 332
78 84 490
78 85 246
78 86 371
78 87 900
78 88 126
78 89 210
78 90 871
78 91 964
78 92 540
78 93 6
78 94 253
78 95 985
78 96 569
78 97 388
78 98 447
78 99 340
78 100 350
79 1 368
79 2 261
79 3 191
79 4 988
79 5 693
79 6 542
79 7 908
79 8 321
79 9 373
79 10 958
79 11 419
79 12 182
79 13 198
79 14 22
79 15 653
79 16 522
79 17 757
79 18 23
79 19 361
79 20 432
79 21 162
79 22 415
79 23 263
79 24 728
79 25 176
79 26 393
79 27 147
79 28 974
79 29 21
79 30 583
79 31 961
79 32 353
79 33 638
79 34 127
79 35 676
79 36 190
79 37 355
79 38 198
79 39 532
79 40 757
79 41 703
79 42 942
79 43 190
79 44 807
79 45 662
79 46 687
79 47 421
79 48 466
79 49 984
79 50 284
79 51 661
79 52 720
79 53 421
79 54 440
79 55 236
79 56 642
79 57 657
79 58 649
79 59 766
79 60 274
79 61 584
79 62 18
79 63 864
79 64 930
79 65 379
79 66 513
79 67 268
79 68 139
79 69 984
79 70 21
79 71 107
79 72 952
79 73 413
79 74 218
79 75 725
79 76 809
79 77 737
79 78 426
79 80 220
79 81 808
79 82 60
79 83 808
79 84 598
79 85 250
79 86 906
79 87 310
79 88 506
79 89 549
79 90 772
79 91 449
79 92 90
79 93 155
79 94 272
79 95 941
79 96 786
79 97 688
79 98 8
79 99 686
79 100 557
80 1 974
80 2 899
80 3 680
80 4 137
80 5 112
80 6 736
80 7 323
80 8 314
80 9 332
80 10 316
80 11 627
80 12 921
80 13 946
80 14 931
80 15 831
80 16 632
80 17 377
80 18 597
80 19 340
80 20 44
80 21 891
80 22 232
80 23 604
80 24 913
80 25 259
80 26 64
80 27 655
80 28 172
80 29 830
80 30 708
80 31 72
80 32 808
80 33 885
80 34 817
80 35 960
80 36 213
80 37 144
80 38 880
80 39 330
80 40 167
80 41 358
80 42 188
80 43 62
80 44 73
80 45 376
80 46 12
80 47 570
80 48 995
80 49 455
80 50 938
80 51 802
80 52 112
80 53 584
80 54 774
80 55 103
80 56 191
80 57 424
80 58 970
80 59 545
80 60 866
80 61 79
80 62 71
80 63 901
80 64 119
80 65 974
80 66 392
80 67 111
80 68 976
80 69 754
80 70 895
80 71 84
80 72 874
80 73 913
80 74 578
80 75 659
80 76 462
80 77 42
80 78 66
80 79 442
80 81 979
80 82 150
80 83 93
80 84 33
80 85 546
80 86 806
80 87 610
80 88 660
80 89 263
80 90 839
80 91 364
80 92 34
80 93 424
80 94 922
80 95 583
80 96 906
80 97 19
80 98 847
80 99 939
80 100 492
81 1 261
81 2 369
81 3 297
81 4 816
81 5 109
81 6 958
81 7 151
81 8 208
81 9 581
81 10 133
81 11 916
81 12 955
81 13 833
81 14 876
81 15 700
81 16 853
81 17 556
81 18 818
81 19 261
81 20 826
81 21 825
81 22 651
81 23 380
81 24 493
81 25 740
81 26 126
81 27 900
81 28 201
81 29 866
81 30 91
81 31 942
81 32 802
81 33 546
81 34 867
81 35 180
81 36 731
81 37 693
81 38 461
81 39 930
81 40 380
81 41 870
81 42 617
81 43 502
81 44 757
81 45 561
81 46 360
81 47 685
81 48 262
81 49 201
81 50 36
81 51 859
81 52 928
81 53 108
81 54 514
81 55 446
81 56 600
81 57 596
81 58 925
81 59 540
81 60 401
81 61 543
81 62 322
81 63 565
81 64 818
81 65 574
81 66 187
81 67 836
81 68 741
81 69 884
81 70 680
81 71 513
81 72 598
81 73 465
81 74 970
81 75 244
81 76 131
81 77 904
81 78 310
81 79 696
81 80 238
81 82 727
81 83 297
81 84 816
81 85 875
81 86 975
81 87 195
81 88 170
81 89 668
81 90 263
81 91 349
81 92 156
81 93 813
81 94 497
81 95 430
81 96 750
81 97 704
81 98 780
81 99 977
81 100 458
82 1 913
82 2 247
82 3 32
82 4 207
82 5 877
82 6 86
82 7 248
82 8 298
82 9 86
82 10 874
82 11 976
82 12 829
82 13 229
82 14 930
82 15 692
82 16 185
82 17 697
82 18 498
82 19 708
82 20 804
82 21 93
82 22 568
82 23 68
82 24 142
82 25 881
82 26 821
82 27 394
82 28 489
82 29 703
82 30 276
82 31 488
82 32 970
82 33 279
82 34 226
82 35 545
82 36 587
82 37 444
82 38 158
82 39 196
82 40 284
82 41 756
82 42 888
82 43 47
82 44 408
82 45 486
82 46 364
82 47 42
82 48 843
82 49 82
82 50 837
82 51 341
82 52 705
82 53 130
82 54 328
82 55 443
82 56 395
82 57 418
82 58 2
82 59 867
82 60 33
82 61 747
82 62 272
82 63 813
82 64 812
82 65 694
82 66 667
82 67 966
82 68 115
82 69 320
82 70 838
82 71 916
82 72 957
82 73 489
82 74 764
82 75 995
82 76 24
82 77 7
82 78 199
82 79 843
82 80 961
82 81 689
82 83 326
82 84 310
82 85 593
82 86 695
82 87 398
82 88 681
82 89 917
82 90 659
82 91 118
82 92 473
82 93 45
82 94 829
82 95 844
82 96 422
82 97 693
82 98 487
82 99 591
82 100 635
83 1 188
83 2 548
83 3 982
83 4 311
83 5 1000
83 6 578
83 7 558
83 8 908
83 9 752
83 10 35
83 11 298
83 12 32
83 13 575
83 14 721
83 15 313
83 16 893
83 17 665
83 18 853
83 19 63
83 20 413
83 21 675
83 22 717
83 23 812
83 24 504
83 25 838
83 26 149
83 27 831
83 28 923
83 29 843
83 30 225
83 31 577
83 32 838
83 33 51
83 34 310
83 35 378
83 36 494
83 37 817
83 38 8
83 39 864
83 40 112
83 41 758
83 42 394
83 43 768
83 44 803
83 45 364
83 46 115
83 47 610
83 48 725
83 49 87
83 50 823
83 51 250
83 52 949
83 53 379
83 54 898
83 55 511
83 56 992
83 57 438
83 58 616
83 59 160
83 60 428
83 61 804
83 62 403
83 63 310
83 64 418
83 65 423
83 66 57
83 67 816
83 68 432
83 69 518
83 70 433
83 71 193
83 72 202
83 73 784
83 74 964
83 75 251
83 76 982
83 77 608
83 78 294
83 79 243
83 80 148
83 81 97
83 82 972
83 84 91
83 85 449
83 86 387
83 87 749
83 88 48
83 89 886
83 90 993
83 91 215
83 92 250
83 93 584
83 94 127
83 95 245
83 96 790
83 97 764
83 98 622
83 99 88
83 100 324
84 1 433
84 2 9
84 3 862
84 4 904
84 5 672
84 6 662
84 7 710
84 8 819
84 9 137
84 10 563
84 11 50
84 12 420
84 13 749
84 14 263
84 15 83
84 16 265
84 17 270
84 18 722
84 19 946
84 20 856
84 21 758
84 22 497
84 23 964
84 24 762
84 25 490
84 26 56
84 27 76
84 28 423
84 29 780
84 30 266
84 31 802
84 32 378
84 33 818
84 34 14
84 35 66
84 36 469
84 37 179
84 38 340
84 39 931
84 40 495
84 41 573
84 42 366
84 43 355
84 44 445
84 45 579
84 46 662
84 47 46
84 48 98
84 49 115
84 50 938
84 51 630
84 52 474
84 53 261
84 54 533
84 55 138
84 56 310
84 57 569
84 58 585
84 59 496
84 60 614
84 61 611
84 62 202
84 63 995
84 64 379
84 65 679
84 66 425
84 67 915
84 68 735
84 69 639
84 70 135
84 71 629
84 72 217
84 73 472
84 74 357
84 75 655
84 76 282
84 77 811
84 78 54
84 79 532
84 80 510
84 81 40
84 82 601
84 83 457
84 85 115
84 86 396
84 87 64
84 88 134
84 89 610
84 90 862
84 91 942
84 92 758
84 93 542
84 94 695
84 95 991
84 96 643
84 97 832
84 98 605
84 99 114
84 100 30
85 1 259
85 2 779
85 3 666
85 4 112
85 5 978
85 6 177
85 7 768
85 8 128
85 9 97
85 10 125
85 11 141
85 12 142
85 13 766
85 14 568
85 15 62
85 16 821
85 17 619
85 18 664
85 19 40
85 20 781
85 21 825
85 22 572
85 23 372
85 24 801
85 25 178
85 26 286
85 27 277
85 28 350
85 29 284
85 30 639
85 31 205
85 32 872
85 33 864
85 34 333
85 35 893
85 36 61
85 37 864
85 38 461
85 39 108
85 40 282
85 41 985
85 42 803
85 43 786
85 44 836
85 45 542
85 46 437
85 47 662
85 48 40
85 49 227
85 50 199
85 51 126
85 52 862
85 53 669
85 54 145
85 55 646
85 56 258
85 57 782
85 58 64
85 59 131
85 60 104
85 61 702
85 62 510
85 63 929
85 64 267
85 65 959
85 66 445
85 67 775
85 68 719
85 69 867
85 70 358
85 71 419
85 72 433
85 73 958
85 74 241
85 75 307
85 76 68
85 77 326
85 78 926
85 79 812
85 80 290
85 81 931
85 82 192
85 83 321
85 84 505
85 86 438
85 87 269
85 88 30
85 89 292
85 90 85
85 91 826
85 92 585
85 93 92
85 94 704
85 95 102
85 96 828
85 97 863
85 98 282
85 99 684
85 100 462
86 1 983
86 2 743
86 3 687
86 4 729
86 5 664
86 6 77
86 7 875
86 8 434
86 9 965
86 10 668
86 11 537
86 12 228
86 13 831
86 14 446
86 15 722
86 16 999
86 17 358
86 18 323
86 19 923
86 20 789
86 21 933
86 22 115
86 23 285
86 24 120
86 25 630
86 26 267
86 27 873
86 28 362
86 29 642
86 30 347
86 31 394
86 32 516
86 33 230
86 34 764
86 35 540
86 36 366
86 37 597
86 38 500
86 39 960
86 40 120
86 41 59
86 42 218
86 43 69
86 44 312
86 45 264
86 46 152
86 47 552
86 48 338
86 49 269
86 50 363
86 51 134
86 52 376
86 53 235
86 54 662
86 55 556
86 56 392
86 57 612
86 58 663
86 59 340
86 60 21
86 61 729
86 62 783
86 63 186
86 64 866
86 65 537
86 66 46
86 67 796
86 68 474
86 69 9
86 70 980
86 71 252
86 72 575
86 73 632
86 74 354
86 75 839
86 76 423
86 77 169
86 78 443
86 79 207
86 80 18
86 81 752
86 82 288
86 83 953
86 84 279
86 85 582
86 87 702
86 88 714
86 89 265
86 90 353
86 91 108
86 92 290
86 93 523
86 94 939
86 95 735
86 96 645
86 97 616
86 98 224
86 99 140
86 100 119
87 1 595
87 2 486
87 3 313
87 4 24
87 5 239
87 6 422
87 7 198
87 8 306
87 9 576
87 10 357
87 11 720
87 12 571
87 13 720
87 14 838
87 15 125
87 16 572
87 17 237
87 18 665
87 19 151
87 20 60
87 21 977
87 22 453
87 23 892
87 24 346
87 25 876
87 26 493
87 27 688
87 28 748
87 29 441
87 30 277
87 31 316
87 32 122
87 33 349
87 34 113
87 35 500
87 36 247
87 37 491
87 38 759
87 39 866
87 40 777
87 41 843
87 42 677
87 43 330
87 44 379
87 45 424
87 46 591
87 47 147
87 48 152
87 49 624
87 50 797
87 51 929
87 52 686
87 53 860
87 54 446
87 55 233
87 56 302
87 57 457
87 58 582
87 59 349
87 60 699
87 61 820
87 62 764
87 63 276
87 64 239
87 65 523
87 66 763
87 67 221
87 68 926
87 69 148
87 70 963
87 71 757
87 72 200
87 73 197
87 74 74
87 75 697
87 76 233
87 77 898
87 78 706
87 79 18
87 80 420
87 81 759
87 82 21
87 83 911
87 84 399
87 85 626
87 86 454
87 88 839
87 89 987
87 90 675
87 91 258
87 92 963
87 93 158
87 94 283
87 95 663
87 96 649
87 97 336
87 98 783
87 99 660
87 100 139
88 1 159
88 2 693
88 3 129
88 4 847
88 5 989
88 6 660
88 7 310
88 8 947
88 9 169
88 10 766
88 11 230
88 12 382
88 13 775
88 14 861
88 15 440
88 16 878
88 17 52
88 18 981
88 19 759
88 20 176
88 21 450
88 22 776
88 23 389
88 24 752
88 25 791
88 26 866
88 27 202
88 28 334
88 29 978
88 30 140
88 31 963
88 32 275
88 33 124
88 34 419
88 35 853
88 36 989
88 37 747
88 38 293
88 39 377
88 40 51
88 41 335
88 42 342
88 43 765
88 44 425
88 45 434
88 46 42
88 47 916
88 48 929
88 49 548
88 50 902
88 51 778
88 52 166
88 53 271
88 54 814
88 55 397
88 56 653
88 57 786
88 58 533
88 59 374
88 60 887
88 61 787
88 62 321
88 63 226
88 64 228
88 65 548
88 66 317
88 67 984
88 68 329
88 69 376
88 70 745
88 71 169
88 72 642
88 73 354
88 74 18
88 75 778
88 76 963
88 77 578
88 78 796
88 79 212
88 80 617
88 81 361
88 82 620
88 83 296
88 84 465
88 85 242
88 86 518
88 87 438
88 89 363
88 90 67
88 91 704
88 92 529
88 93 228
88 94 768
88 95 335
88 96 931
88 97 545
88 98 1
88 99 837
88 100 986
89 1 434
89 2 432
89 3 896
89 4 610
89 5 220
89 6 362
89 7 712
89 8 426
89 9 937
89 10 367
89 11 955
89 12 125
89 13 878
89 14 921
89 15 533
89 16 114
89 17 976
89 18 678
89 19 429
89 20 818
89 21 154
89 22 171
89 23 761
89 24 758
89 25 706
89 26 667
89 27 897
89 28 614
89 29 987
89 30 515
89 31 396
89 32 892
89 33 556
89 34 877
89 35 868
89 36 245
89 37 817
89 38 881
89 39 903
89 40 609
89 41 278
89 42 141
89 43 504
89 44 669
89 45 646
89 46 195
89 47 292
89 48 372
89 49 515
89 50 802
89 51 497
89 52 364
89 53 674
89 54 526
89 55 277
89 56 92
89 57 92
89 58 957
89 59 106
89 60 239
89 61 188
89 62 845
89 63 284
89 64 133
89 65 94
89 66 2
89 67 486
89 68 822
89 69 617
89 70 99
89 71 992
89 72 655
89 73 118
89 74 293
89 75 403
89 76 553
89 77 907
89 78 12
89 79 248
89 80 62
89 81 811
89 82 380
89 83 617
89 84 838
89 85 226
89 86 190
89 87 233
89 88 824
89 90 669
89 91 768
89 92 538
89 93 391
89 94 740
89 95 304
89 96 976
89 97 561
89 98 525
89 99 523
89 100 71
90 1 558
90 2 615
90 3 908
90 4 74
90 5 96
90 6 579
90 7 90
90 8 473
90 9 216
90 10 967
90 11 722
90 12 127
90 13 219
90 14 53
90 15 456
90 16 423
90 17 30
90 18 171
90 19 753
90 20 482
90 21 785
90 22 175
90 23 820
90 24 990
90 25 931
90 26 460
90 27 542
90 28 472
90 29 978
90 30 164
90 31 917
90 32 47
90 33 485
90 34 529
90 35 632
90 36 697
90 37 653
90 38 984
90 39 510
90 40 418
90 41 708
90 42 426
90 43 994
90 44 605
90 45 121
90 46 524
90 47 744
90 48 94
90 49 200
90 50 191
90 51 518
90 52 143
90 53 828
90 54 564
90 55 178
90 56 788
90 57 465
90 58 655
90 59 801
90 60 493
90 61 825
90 62 716
90 63 561
90 64 657
90 65 174
90 66 562
90 67 338
90 68 127
90 69 500
90 70 709
90 71 350
90 72 597
90 73 20
90 74 389
90 75 638
90 76 706
90 77 711
90 78 200
90 79 667
90 80 446
90 81 411
90 82 404
90 83 128
90 84 775
90 85 255
90 86 101
90 87 159
90 88 767
90 89 641
90 91 552
90 92 843
90 93 440
90 94 404
90 95 696
90 96 358
90 97 160
90 98 661
90 99 817
90 100 664
91 1 75
91 2 133
91 3 537
91 4 731
91 5 444
91 6 990
91 7 786
91 8 334
91 9 767
91 10 698
91 11 485
91 12 442
91 13 875
91 14 808
91 15 626
91 16 84
91 17 935
91 18 50
91 19 960
91 20 310
91 21 106
91 22 502
91 23 519
91 24 624
91 25 94
91 26 961
91 27 803
91 28 29
91 29 924
91 30 431
91 31 461
91 32 88
91 33 771
91 34 360
91 35 617
91 36 801
91 37 790
91 38 268
91 39 630
91 40 994
91 41 7
91 42 127
91 43 318
91 44 623
91 45 538
91 46 98
91 47 892
91 48 954
91 49 87
91 50 50
91 51 856
91 52 822
91 53 465
91 54 383
91 55 921
91 56 309
91 57 290
91 58 399
91 59 103
91 60 150
91 61 192
91 62 145
91 63 134
91 64 614
91 65 679
91 66 646
91 67 913
91 68 922
91 69 680
91 70 635
91 71 661
91 72 844
91 73 848
91 74 830
91 75 173
91 76 326
91 77 757
91 78 328
91 79 267
91 80 714
91 81 912
91 82 369
91 83 300
91 84 242
91 85 131
91 86 195
91 87 456
91 88 43
91 89 402
91 90 857
91 92 636
91 93 562
91 94 607
91 95 152
91 96 882
91 97 624
91 98 994
91 99 365
91 100 26
92 1 261
92 2 756
92 3 331
92 4 903
92 5 257
92 6 392
92 7 755
92 8 906
92 9 606
92 10 243
92 11 93
92 12 134
92 13 135
92 14 811
92 15 494
92 16 83
92 17 117
92 18 172
92 19 528
92 20 960
92 21 920
92 22 721
92 23 590
92 24 25
92 25 85
92 26 248
92 27 353
92 28 207
92 29 265
92 30 301
92 31 306
92 32 593
92 33 66
92 34 823
92 35 887
92 36 179
92 37 108
92 38 566
92 39 791
92 40 726
92 41 519
92 42 474
92 43 204
92 44 67
92 45 121
92 46 168
92 47 656
92 48 38
92 49 233
92 50 71
92 51 90
92 52 441
92 53 641
92 54 334
92 55 966
92 56 486
92 57 199
92 58 909
92 59 1
92 60 815
92 61 432
92 62 776
92 63 129
92 64 741
92 65 21
92 66 921
92 67 335
92 68 595
92 69 90
92 70 749
92 71 537
92 72 275
92 73 155
92 74 524
92 75 508
92 76 880
92 77 465
92 78 884
92 79 674
92 80 264
92 81 599
92 82 510
92 83 309
92 84 915
92 85 335
92 86 421
92 87 244
92 88 633
92 89 319
92 90 611
92 91 657
92 93 71
92 94 23
92 95 38
92 96 638
92 97 212
92 98 31
92 99 443
92 100 420
93 1 871
93 2 311
93 3 921
93 4 171
93 5 398
93 6 646
93 7 191
93 8 27
93 9 517
93 10 564
93 11 4
93 12 576
93 13 620
93 14 152
93 15 159
93 16 829
93 17 48
93 18 156
93 19 510
93 20 883
93 21 241
93 22 786
93 23 138
93 24 820
93 25 700
93 26 262
93 27 941
93 28 343
93 29 980
93 30 130
93 31 350
93 32 795
93 33 717
93 34 547
93 35 191
93 36 965
93 37 469
93 38 968
93 39 175
93 40 772
93 41 647
93 42 559
93 43 387
93 44 439
93 45 830
93 46 841
93 47 151
93 48 836
93 49 676
93 50 642
93 51 466
93 52 798
93 53 43
93 54 406
93 55 963
93 56 127
93 57 783
93 58 834
93 59 894
93 60 130
93 61 739
93 62 146
93 63 66
93 64 216
93 65 33
93 66 579
93 67 561
93 68 907
93 69 564
93 70 479
93 71 936
93 72 784
93 73 514
93 74 731
93 75 704
93 76 755
93 77 981
93 78 476
93 79 791
93 80 602
93 81 933
93 82 168
93 83 481
93 84 343
93 85 524
93 86 76
93 87 893
93 88 450
93 89 681
93 90 105
93 91 457
93 92 556
93 94 890
93 95 823
93 96 886
93 97 709
93 98 120
93 99 812
93 100 655
94 1 431
94 2 802
94 3 362
94 4 57
94 5 338
94 6 223
94 7 308
94 8 360
94 9 350
94 10 932
94 11 432
94 12 299
94 13 222
94 14 471
94 15 922
94 16 904
94 17 243
94 18 255
94 19 152
94 20 994
94 21 396
94 22 64
94 23 411
94 24 356
94 25 270
94 26 70
94 27 408
94 28 719
94 29 409
94 30 34
94 31 575
94 32 583
94 33 78
94 34 442
94 35 910
94 36 926
94 37 286
94 38 705
94 39 854
94 40 205
94 41 850
94 42 285
94 43 755
94 44 13
94 45 346
94 46 786
94 47 392
94 48 335
94 49 146
94 50 62
94 51 835
94 52 91
94 53 90
94 54 228
94 55 737
94 56 530
94 57 285
94 58 395
94 59 797
94 60 501
94 61 937
94 62 440
94 63 117
94 64 565
94 65 477
94 66 552
94 67 294
94 68 605
94 69 17
94 70 284
94 71 193
94 72 705
94 73 694
94 74 202
94 75 336
94 76 98
94 77 590
94 78 521
94 79 35
94 80 63
94 81 42
94 82 837
94 83 431
94 84 51
94 85 290
94 86 71
94 87 572
94 88 902
94 89 36
94 90 112
94 91 208
94 92 168
94 93 240
94 95 71
94 96 420
94 97 633
94 98 508
94 99 697
94 100 312
95 1 158
95 2 120
95 3 661
95 4 182
95 5 659
95 6 561
95 7 403
95 8 515
95 9 2
95 10 968
95 11 908
95 12 413
95 13 433
95 14 691
95 15 827
95 16 51
95 17 224
95 18 394
95 19 170
95 20 264
95 21 867
95 22 855
95 23 939
95 24 131
95 25 802
95 26 358
95 27 865
95 28 730
95 29 783
95 30 971
95 31 90
95 32 480
95 33 423
95 34 497
95 35 181
95 36 254
95 37 900
95 38 704
95 39 95
95 40 181
95 41 368
95 42 473
95 43 32
95 44 96
95 45 446
95 46 893
95 47 237
95 48 484
95 49 798
95 50 834
95 51 431
95 52 853
95 53 873
95 54 868
95 55 816
95 56 113
95 57 848
95 58 587
95 59 806
95 60 443
95 61 37
95 62 88
95 63 875
95 64 708
95 65 415
95 66 357
95 67 180
95 68 431
95 69 87
95 70 195
95 71 953
95 72 914
95 73 797
95 74 252
95 75 378
95 76 508
95 77 42
95 78 835
95 79 981
95 80 324
95 81 518
95 82 540
95 83 352
95 84 812
95 85 478
95 86 228
95 87 526
95 88 640
95 89 722
95 90 805
95 91 616
95 92 750
